name,salary_from,salary_to,salary_currency,area_name,published_at
Технический специалист,,60000.0,RUR,Москва,2022-12-15T15:45:32+0300
"Токарь, 3-6 разряд",30000.0,90000.0,RUR,Омск,2022-12-15T12:20:25+0300
Оператор станков с ЧПУ,40000.0,50000.0,RUR,Углич,2022-12-15T15:43:44+0300
Токарь-универсал,94000.0,120000.0,RUR,Кинешма,2022-12-15T16:07:46+0300
Backend- разработчик Node js (Middle-Senior),15000000.0,40000000.0,UZS,Ташкент,2022-12-15T13:34:34+0300
Product manager,120000.0,,RUR,Москва,2022-12-15T22:17:08+0300
Системный аналитик,80000.0,,RUR,Пермь,2022-12-15T15:58:22+0300
Ведущий инженер-механик,120000.0,150000.0,RUR,Воронеж,2022-12-15T15:51:17+0300
Рабочий по обслуживанию зданий и сооружений,35000.0,,RUR,Ставрополь,2022-12-15T13:00:20+0300
Сервисный инженер/Специалист по тестированию и ремонту радионавигационного оборудования,111111.0,,RUR,Москва,2022-12-15T18:18:57+0300
Инженер-программист,45000.0,45000.0,RUR,Санкт-Петербург,2022-12-15T16:08:56+0300
Технический специалист ( Мастер по домофонам ),60000.0,,RUR,Москва,2022-12-15T15:43:14+0300
Консультант поддержки SAP (1 линия),,26000.0,RUR,Пермь,2022-12-15T14:28:14+0300
Оператор автоматических и полуавтоматических линий станков и установок,80000.0,,RUR,Щелково,2022-12-15T13:44:11+0300
Токарь (Тамбовская область),96000.0,,RUR,Подольск (Московская область),2022-12-15T14:23:53+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Ржев,2022-12-15T15:26:38+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Кашин,2022-12-15T15:26:38+0300
Токарь 6 разряда,45000.0,,RUR,Ковров,2022-12-15T19:22:16+0300
Начальник автотранспортного участка,150000.0,260000.0,RUR,Якутск,2022-12-15T12:42:23+0300
Инженер-программист АСУ ТП,69935.0,138471.0,RUR,Нефтекамск,2022-12-15T16:22:04+0300
Токарь (Тамбовская область),96000.0,,RUR,Новомосковск (Тульская область),2022-12-15T14:23:53+0300
Монтажник слаботочных систем,40000.0,,RUR,Железногорск (Курская область),2022-12-15T23:56:25+0300
Медник,105000.0,105000.0,RUR,Омск,2022-12-15T17:07:25+0300
Инженер-холодильщик,65000.0,,RUR,Искитим,2022-12-15T13:10:37+0300
Инженер технической поддержки (Ленинградская область),66000.0,,RUR,Луга,2022-12-15T17:01:22+0300
Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Волгоград,2022-12-15T12:04:24+0300
Токарь (Тамбовская область),96000.0,,RUR,Коломна,2022-12-15T14:23:53+0300
Токарь-универсал,94000.0,120000.0,RUR,Выкса,2022-12-15T16:07:46+0300
Токарь-расточник 5 разряда,35000.0,60000.0,RUR,Пенза,2022-12-15T16:31:42+0300
Главный специалист отдела методологии и автоматизации на платформе 1С,,200000.0,RUR,Москва,2022-12-15T17:24:30+0300
Инженер слаботочных систем,80000.0,120000.0,RUR,Владивосток,2022-12-15T15:10:44+0300
Техник по ремонту банкоматов/Сервисный инженер,32000.0,,RUR,Тверь,2022-12-15T18:25:07+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Липецк,2022-12-15T15:01:07+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Удомля,2022-12-15T15:26:38+0300
Токарь 3 разряд,130000.0,,RUR,Бежецк,2022-12-15T16:21:51+0300
Оператор станков с программным управлением (Екатеринбург),120000.0,,RUR,Челябинск,2022-12-15T12:48:14+0300
Механик,150000.0,,RUR,Иркутск,2022-12-15T16:19:21+0300
Оператор станков с программным управлением (Екатеринбург),120000.0,,RUR,Серов,2022-12-15T12:48:14+0300
Токарь-расточник/токарь-карусельщик (Екатеринбург),100000.0,,RUR,Качканар,2022-12-15T12:58:30+0300
Системный/Бизнес Аналитик,200000.0,300000.0,RUR,Москва,2022-12-15T18:55:02+0300
Радиомонтажник,45000.0,,RUR,Балашиха,2022-12-15T12:17:03+0300
Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Тихвин,2022-12-15T12:03:44+0300
Токарь-карусельщик,109785.0,109785.0,RUR,Санкт-Петербург,2022-12-15T17:00:35+0300
Электромонтер,40000.0,,RUR,Соликамск,2022-12-15T23:56:25+0300
Токарь (Тамбовская область),96000.0,,RUR,Елец,2022-12-15T14:23:53+0300
Руководитель строительных проектов,120000.0,,RUR,Тула,2022-12-15T12:57:30+0300
Ведущий специалист отдела разработки и сопровождения программного обеспечения,50700.0,,RUR,Ростов-на-Дону,2022-12-15T15:02:31+0300
Помощник директора по развитию,50000.0,50000.0,RUR,Казань,2022-12-15T14:14:37+0300
Оператор станков с ПУ,105000.0,120000.0,RUR,Тольятти,2022-12-15T15:58:30+0300
Инженер по обслуживанию и ремонту противопожарных систем,108000.0,,RUR,Москва,2022-12-15T16:53:58+0300
Фрезеровщик,60000.0,,RUR,Тула,2022-12-15T16:08:41+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Углич,2022-12-15T15:26:38+0300
Руководитель отдела 1С и IT,50000.0,100000.0,RUR,Ессентуки,2022-12-15T17:30:54+0300
Инженер-техник,30000.0,,RUR,Саранск,2022-12-15T15:43:38+0300
Программист 1C (удалённо) (Аккредитованная IT-компания),150000.0,,RUR,Москва,2022-12-15T14:39:57+0300
Мастер слесарного цеха,60000.0,60000.0,RUR,Волгоград,2022-12-15T13:24:35+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Ярославль,2022-12-15T13:24:34+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Камышин,2022-12-15T15:01:07+0300
Механик по техническому обслуживанию – Инструментальщик,,1500.0,EUR,Польша,2022-12-15T17:03:47+0300
Ведущий JAVA Разработчик,220000.0,,RUR,Москва,2022-12-15T16:42:14+0300
Менеджер по бизнес-процессам,37300.0,43700.0,RUR,Пермь,2022-12-15T12:31:43+0300
Автоэлектрик-диагност,120000.0,,RUR,Москва,2022-12-15T17:10:34+0300
Инженер по оборудованию на фармацевтическое производство,60000.0,,RUR,Петергоф,2022-12-15T14:27:44+0300
Фрезеровщик,93000.0,,RUR,Юрга,2022-12-15T14:59:10+0300
Senior Frontend Developer (Yepp),5000.0,7000.0,EUR,Кипр,2022-12-15T17:54:55+0300
Механик-наладчик,60000.0,90000.0,RUR,Щелково,2022-12-15T14:53:05+0300
Техник-курьер,400.0,2000.0,RUR,Набережные Челны,2022-12-15T17:21:24+0300
Программист 1C (удаленно),140000.0,,RUR,Тольятти,2022-12-15T14:18:17+0300
Системный аналитик,,180000.0,RUR,Москва,2022-12-15T14:51:50+0300
Специалист по учету ИТ- активов,55000.0,,RUR,Санкт-Петербург,2022-12-15T12:04:20+0300
Специалист по работе с корпоративными клиентами,,28000.0,RUR,Липецк,2022-12-15T13:29:31+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Мичуринск,2022-12-15T13:24:34+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Тутаев,2022-12-15T15:26:38+0300
Специалист по бизнес-процессам,40000.0,60000.0,RUR,Ростов-на-Дону,2022-12-15T13:14:23+0300
Руководитель группы 1С,150000.0,,RUR,Казань,2022-12-15T12:37:21+0300
Программист бэк-энда (backend-разработчик),200000.0,,RUR,Санкт-Петербург,2022-12-15T20:25:46+0300
Токарь ДИП,100000.0,,RUR,Пермь,2022-12-15T12:38:12+0300
Специалист первой линии техподдержки,43500.0,,RUR,Кашира,2022-12-15T13:31:27+0300
Системный администратор 2-го уровня,1400.0,,BYR,Гомель,2022-12-15T13:49:27+0300
DevOps инженер,120000.0,180000.0,RUR,Москва,2022-12-15T15:33:14+0300
Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Липецк,2022-12-15T12:04:09+0300
Python developer Middle+,200000.0,220000.0,RUR,Нижний Новгород,2022-12-15T17:22:30+0300
HRTech/специалист по автоматизации (в г. Череповец),,100000.0,RUR,Вологда,2022-12-15T16:31:06+0300
Руководитель ИТ-проектов (Middle/Senior) (Мск),190000.0,,RUR,Москва,2022-12-15T19:22:16+0300
Ведущий специалист ИТ/Системный администратор (Техническая поддержка),60000.0,60000.0,RUR,Уссурийск,2022-12-15T16:32:35+0300
Инженер-программист (Ведущий/главный),72000.0,100000.0,RUR,Липецк,2022-12-15T15:15:59+0300
Старший механик,45000.0,60000.0,RUR,Хабаровск,2022-12-15T12:00:31+0300
Токарь-фрезеровщик,45000.0,,RUR,Людиново,2022-12-15T13:06:57+0300
Оператор автом. и п/а линий хшо,50000.0,,RUR,Новочеркасск,2022-12-15T12:27:51+0300
Оператор – наладчик станков продольного точения с ЧПУ на предприятие (г. Белово),75000.0,100000.0,RUR,Кемерово,2022-12-15T15:15:03+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Конаково,2022-12-15T15:26:38+0300
Инженер по торговому и холодильному оборудованию,65000.0,,RUR,Москва,2022-12-15T20:33:31+0300
Токарь 4-5 разряда,45500.0,54400.0,RUR,Санкт-Петербург,2022-12-15T17:13:03+0300
Механик цеха,,97800.0,RUR,Губаха,2022-12-15T15:03:02+0300
Дизайнер одежды,15000.0,40000.0,KGS,Бишкек,2022-12-15T17:42:33+0300
Медник,105000.0,105000.0,RUR,Уфа,2022-12-15T17:07:24+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Вышний Волочек,2022-12-15T15:26:38+0300
Токарь-расточник/токарь-карусельщик (Екатеринбург),100000.0,,RUR,Магнитогорск,2022-12-15T12:58:30+0300
Токарь-расточник/токарь-карусельщик (Екатеринбург),100000.0,,RUR,Новоуральск,2022-12-15T12:58:30+0300
Редактор Службы новостей (со знанием испанского языка),95000.0,,RUR,Москва,2022-12-15T13:01:58+0300
Заместитель главного механика,70000.0,70000.0,RUR,Павловск (Воронежская область),2022-12-15T16:25:21+0300
Python developer Middle+,200000.0,220000.0,RUR,Санкт-Петербург,2022-12-15T17:22:30+0300
Мастер по ремонту оборудования,,50000.0,RUR,Арамиль,2022-12-15T16:36:35+0300
Менеджер по продажам,30000.0,100000.0,RUR,Москва,2022-12-15T21:47:13+0300
Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Волхов,2022-12-15T12:03:48+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Йошкар-Ола,2022-12-15T15:01:07+0300
Программист,90000.0,,RUR,Ростов-на-Дону,2022-12-15T15:50:46+0300
QA engineer (аuto),100000.0,150000.0,RUR,Санкт-Петербург,2022-12-15T14:26:34+0300
Ведущий инженер связи,40000.0,,RUR,Энгельс,2022-12-15T12:21:24+0300
Программист-разработчик,150000.0,,RUR,Казань,2022-12-15T14:13:07+0300
Токарь-фрезеровщик,120000.0,,RUR,Апатиты,2022-12-15T14:19:21+0300
Оператор автоматических и полуавтоматических линий станков и установок,80000.0,,RUR,Королев,2022-12-15T13:44:11+0300
Главный и ведущий специалист отдела программистов,8000000.0,8500000.0,UZS,Ташкент,2022-12-15T13:18:54+0300
Ведущий инженер-программист,42617.0,,RUR,Уфа,2022-12-15T14:42:19+0300
Токарь-фрезеровщик,120000.0,,RUR,Пермь,2022-12-15T14:19:21+0300
Консультант 1C:БГУ,50000.0,,RUR,Иркутск,2022-12-15T13:50:43+0300
Токарь (Тамбовская область),96000.0,,RUR,Москва,2022-12-15T14:23:53+0300
Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Самара,2022-12-15T12:04:01+0300
Токарь-фрезеровщик,120000.0,,RUR,Кировск (Мурманская область),2022-12-15T14:19:21+0300
Инженер технической поддержки (Ленинградская область),66000.0,,RUR,Красное Село,2022-12-15T17:01:22+0300
Оператор станков с программным управлением,45000.0,50000.0,RUR,Тверь,2022-12-15T12:24:55+0300
Системный аналитик,,180000.0,RUR,Санкт-Петербург,2022-12-15T14:51:50+0300
Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Екатеринбург,2022-12-15T12:04:29+0300
Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Тольятти,2022-12-15T12:03:53+0300
Водитель трэкола,120000.0,180000.0,RUR,Новый Уренгой,2022-12-15T17:24:45+0300
Инженер технической поддержки (Ленинградская область),66000.0,,RUR,Сосновый Бор (Ленинградская область),2022-12-15T17:01:22+0300
Программист 1С,50000.0,250000.0,RUR,Воронеж,2022-12-15T16:49:53+0300
Оператор – наладчик станков продольного точения с ЧПУ на предприятие (г. Белово),75000.0,100000.0,RUR,Новокузнецк,2022-12-15T15:15:03+0300
Главный специалист отдела автоматизации учета на платформе 1С,,200000.0,RUR,Москва,2022-12-15T17:24:58+0300
Разработчик MS SQL,,90000.0,RUR,Москва,2022-12-15T18:23:41+0300
Токарь 3-6 разряд,70000.0,,RUR,Москва,2022-12-15T16:35:34+0300
Токарь-фрезеровщик,120000.0,,RUR,Петрозаводск,2022-12-15T14:19:21+0300
Аналитик-консультант 1С,,250000.0,RUR,Москва,2022-12-15T12:16:22+0300
Фрезеровщик (4-6 разряд),50000.0,110000.0,RUR,Москва,2022-12-15T16:36:34+0300
Техник-курьер,400.0,2000.0,RUR,Ставрополь,2022-12-15T17:13:34+0300
Программист 1С,100000.0,300000.0,RUR,Нижний Новгород,2022-12-15T18:16:46+0300
Программист 1C,150000.0,300000.0,RUR,Самара,2022-12-15T13:44:04+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Воронеж,2022-12-15T13:24:34+0300
Программист - аналитик 1C (удаленно),,200000.0,RUR,Екатеринбург,2022-12-15T13:50:59+0300
Наладчик технологического оборудования,57725.0,,RUR,Химки,2022-12-15T15:45:02+0300
DevOps Engineer,100000.0,,RUR,Москва,2022-12-15T16:42:38+0300
Инженер-программист АСУ ТП,69935.0,138471.0,RUR,Стерлитамак,2022-12-15T16:21:40+0300
Ведущий специалист по технологии,90370.0,90370.0,RUR,Москва,2022-12-15T13:59:24+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Москва,2022-12-15T13:24:34+0300
Ведущий программист 1C,,217000.0,RUR,Москва,2022-12-15T18:13:27+0300
Аналитик по информационной безопасности,100000.0,150000.0,RUR,Москва,2022-12-15T14:07:39+0300
Оператор-наладчик фрезерных станков с ПУ,103000.0,,RUR,Самара,2022-12-15T14:40:52+0300
Консультант 1C:БП,50000.0,,RUR,Иркутск,2022-12-15T13:50:35+0300
Главный системный администратор,75000.0,90000.0,RUR,Самара,2022-12-15T14:52:12+0300
Токарь 7 разряда,55000.0,,RUR,Ковров,2022-12-15T19:22:15+0300
Программист-разработчик,150000.0,,RUR,Москва,2022-12-15T14:13:07+0300
"Web-разработчик Битрикс (php, bitrix, веб разработчик)",150000.0,,RUR,Воронеж,2022-12-15T14:42:35+0300
Оператор станков с программным управлением (Екатеринбург),120000.0,,RUR,Качканар,2022-12-15T12:48:14+0300
Токарь-расточник/токарь-карусельщик (Екатеринбург),100000.0,,RUR,Челябинск,2022-12-15T12:58:30+0300
Руководитель по развитию агентской сети,80000.0,100000.0,RUR,Екатеринбург,2022-12-15T14:57:14+0300
Токарь-универсал,60000.0,,RUR,Тула,2022-12-15T12:06:40+0300
Программист 1С,100000.0,,RUR,Ярославль,2022-12-15T12:17:46+0300
Наладчик станков с ЧПУ,80000.0,,RUR,Пенза,2022-12-15T13:07:17+0300
Руководитель отдела/направления анализа защищенности,200000.0,,RUR,Москва,2022-12-15T18:19:05+0300
Ночной сотрудник отдела технической поддержки со знанием английского языка,70000.0,90000.0,RUR,Воронеж,2022-12-15T17:04:18+0300
Менеджер по работе с проектными организациями,60000.0,,RUR,Красноярск,2022-12-15T13:55:54+0300
Инженер-проектировщик АСУТП,90000.0,,RUR,Всеволожск,2022-12-15T16:53:13+0300
Ночной сотрудник отдела технической поддержки со знанием английского языка,70000.0,90000.0,RUR,Псков,2022-12-15T17:03:07+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Тольятти,2022-12-15T15:01:07+0300
Токарь,43000.0,,RUR,Белгород,2022-12-15T16:38:39+0300
Системный администратор (Кадровый резерв),40000.0,40000.0,RUR,Краснодар,2022-12-15T13:20:27+0300
Оператор станка ЧПУ,,50000.0,RUR,Кострома,2022-12-15T13:13:20+0300
Монтажник РЭА и приборов,45000.0,,RUR,Москва,2022-12-15T18:27:32+0300
Программист 1С (Аккредитованная IT-компания),200000.0,,RUR,Москва,2022-12-15T14:39:57+0300
Удаленный сотрудник обработки текста и ввода данных,25000.0,70000.0,RUR,Уфа,2022-12-15T13:00:23+0300
Аккаунт-менеджер,50000.0,300000.0,RUR,Москва,2022-12-15T15:25:39+0300
Оператор станков с ПУ (токарная группа),80000.0,130000.0,RUR,Красногорск,2022-12-15T15:34:01+0300
Фрезеровщик,40000.0,45000.0,RUR,Белгород,2022-12-15T16:39:52+0300
"Инженер по разработке проектов организации дорожного движения (ОДД), удаленно",40000.0,75000.0,RUR,Ставрополь,2022-12-15T15:35:07+0300
Механик,40000.0,,RUR,Альметьевск,2022-12-15T13:40:34+0300
Токарь-универсал,94000.0,120000.0,RUR,Заволжье,2022-12-15T16:07:46+0300
Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Краснодар,2022-12-15T12:04:17+0300
Токарь-карусельщик,100000.0,,RUR,Санкт-Петербург,2022-12-15T12:20:35+0300
Токарь-расточник/токарь-карусельщик (Екатеринбург),100000.0,,RUR,Серов,2022-12-15T12:58:30+0300
Мастер по обслуживанию абонентов,35000.0,,RUR,Липецк,2022-12-15T16:54:39+0300
Системный администратор (в г. Галич),62500.0,75000.0,RUR,Ярославль,2022-12-15T12:12:41+0300
"Web-разработчик Битрикс (php, bitrix, веб разработчик)",150000.0,,RUR,Калининград,2022-12-15T14:42:35+0300
Ведущий инженер по автоматизированным системам бухгалтерского и финансового учета,50700.0,,RUR,Ростов-на-Дону,2022-12-15T15:02:21+0300
Senior Android Developer (Yepp),5000.0,7500.0,EUR,Кипр,2022-12-15T18:04:27+0300
Редактор журнала Юрист,1200.0,,BYR,Минск,2022-12-15T12:10:31+0300
Слесарь-механик 6 разряда,63220.0,,RUR,Чебоксары,2022-12-15T16:41:34+0300
Специалист отдела развития партнёров,20000.0,,RUR,Воронеж,2022-12-15T17:24:38+0300
Главный аналитик 1С,234000.0,,RUR,Москва,2022-12-15T13:17:13+0300
Middle PHP Backend разработчик (Laravel),500.0,1200.0,USD,Ташкент,2022-12-15T15:17:36+0300
Шлифовщик,41100.0,,RUR,Санкт-Петербург,2022-12-15T14:10:10+0300
Программист 1С,108000.0,108000.0,RUR,Москва,2022-12-15T16:20:51+0300
Сетевой инженер/сетевой администратор,102000.0,,RUR,Санкт-Петербург,2022-12-15T17:14:26+0300
Удаленный оператор обработки информации и ввода данных,25000.0,70000.0,RUR,Ярославль,2022-12-15T14:08:44+0300
"Специалист технической поддержки 1С ЗУП, Бухгалтерия и ERP",70000.0,,RUR,Новосибирск,2022-12-15T12:14:09+0300
Ведущий разработчик 1С,200000.0,,RUR,Москва,2022-12-15T16:22:22+0300
"Старший консультант SAP MM/SD (3-ий уровень, отдел развития)",180000.0,,RUR,Москва,2022-12-15T17:07:08+0300
Слесарь по изготовлению узлов и деталей санитарно-технических систем,54000.0,,RUR,Тверь,2022-12-15T12:25:02+0300
Удаленный оператор обработки информации и ввода данных,25000.0,70000.0,RUR,Калининград,2022-12-15T14:21:50+0300
Аналитик 1С,,250000.0,RUR,Краснодар,2022-12-15T16:23:26+0300
Инженер КИПиА,100000.0,,RUR,Электросталь,2022-12-15T14:31:24+0300
Начальник проектно-конструкторского отдела,75000.0,77000.0,RUR,Самара,2022-12-15T12:37:14+0300
"Продакт-менеджер (специи, травы, пищевые ингредиенты)",100000.0,,RUR,Москва,2022-12-15T16:03:39+0300
"Оператор станков с ПУ (5 разряд, токарный станок)",88000.0,,RUR,Санкт-Петербург,2022-12-15T13:11:38+0300
Программист 1C (удаленно),140000.0,,RUR,Санкт-Петербург,2022-12-15T14:18:17+0300
Инженер по слаботочным системам,,60000.0,RUR,Москва,2022-12-15T16:05:39+0300
Фрезеровщик,80000.0,,RUR,Королев,2022-12-15T16:07:55+0300
Оператор станка с ЧПУ,45000.0,,RUR,Заволжье,2022-12-15T14:16:50+0300
Специалист 1С Лизинг,100000.0,,RUR,Москва,2022-12-15T16:23:09+0300
Системный администратор Linux,150000.0,200000.0,RUR,Москва,2022-12-15T15:29:54+0300
TeamLeader PHP Developer,150000.0,200000.0,RUR,Санкт-Петербург,2022-12-15T13:06:32+0300
Инженер-программист АСУ,50000.0,90000.0,RUR,Санкт-Петербург,2022-12-15T16:07:07+0300
Удаленный сотрудник обработки текста и ввода данных,,70000.0,RUR,Пермь,2022-12-15T13:42:33+0300
Программист 1С,50900.0,63500.0,RUR,Томск,2022-12-15T13:47:52+0300
Удаленный сотрудник обработки текста и ввода данных,,70000.0,RUR,Нижний Новгород,2022-12-15T12:30:35+0300
IТ инженер (Ленинградская область),66000.0,,RUR,Кингисепп,2022-12-15T16:52:26+0300
Программист 1С,220000.0,,RUR,Москва,2022-12-15T17:39:50+0300
"Консультант 1С ERP (Финансовый контур, БИТ Финанс, УХ) (Аккредитованная IT-компания",200000.0,,RUR,Москва,2022-12-15T14:39:57+0300
Слесарь-механик 5 разряда,57470.0,,RUR,Чебоксары,2022-12-15T16:26:33+0300
"Технический менеджер проектов (PM, Релиз-менеджер, Middle/Senior)",150000.0,,RUR,Уфа,2022-12-15T17:13:06+0300
"Системный аналитик (Middle/Senior), Санкт-Петербург",170000.0,,RUR,Санкт-Петербург,2022-12-15T17:13:06+0300
".NET developer (Senior, Lead)",1500.0,4500.0,USD,Алматы,2022-12-15T15:46:45+0300
Токарь,50000.0,,RUR,Екатеринбург,2022-12-15T13:11:09+0300
Дизайнер корпусной мебели,200000.0,600000.0,KZT,Семей,2022-12-15T16:45:27+0300
Project Manager (Руководитель проектов в онлайн-школу на автоворонки),80000.0,,RUR,Новосибирск,2022-12-15T13:09:17+0300
Инженер-механик по ремонту оборудования,1600.0,1700.0,BYR,Минск,2022-12-15T14:47:53+0300
Консультант 1C:УТ/УНФ,60000.0,,RUR,Иркутск,2022-12-15T13:50:39+0300
Специалист 1С Лизинг,100000.0,,RUR,Санкт-Петербург,2022-12-15T16:23:12+0300
Технический писатель / аналитик по информационной безопасности (IT-Компания),120000.0,,RUR,Москва,2022-12-15T14:07:44+0300
Токарь,50000.0,,RUR,Курган,2022-12-15T12:58:08+0300
Механик,,33000.0,RUR,Курск,2022-12-15T13:54:48+0300
Токарь-расточник 6 разряда,43000.0,48600.0,RUR,Калининград,2022-12-15T13:40:26+0300
Инженер-программист АСУ ТП,69935.0,138471.0,RUR,Салават,2022-12-15T16:22:00+0300
Аналитик 1С,,250000.0,RUR,Архангельск,2022-12-15T16:23:23+0300
Специалист по Интернет-рекламе (Таргетолог),120500.0,145000.0,RUR,Москва,2022-12-15T18:07:50+0300
Оператор-наладчик фрезерных станков с ЧПУ на производство металлоизделий,90000.0,,RUR,Москва,2022-12-15T13:01:59+0300
Ведущий программист 1С,,250000.0,RUR,Воронеж,2022-12-15T16:50:17+0300
Токарь 3 - 6 разряд,27200.0,48600.0,RUR,Калининград,2022-12-15T13:40:35+0300
Технолог-программист,,55000.0,RUR,Ижевск,2022-12-15T16:06:58+0300
Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Пермь,2022-12-15T15:02:42+0300
Архитектор проектов по информационной безопасности (Интегратор),150000.0,250000.0,RUR,Москва,2022-12-15T14:07:48+0300
Токарь,95000.0,110000.0,RUR,Омск,2022-12-15T14:58:09+0300
Инженер-программист (Ведущий/главный),72000.0,100000.0,RUR,Курск,2022-12-15T15:15:59+0300
"Ведущий программист 1С (ЗУП, Бухгалтерия)",200000.0,270000.0,RUR,Москва,2022-12-15T16:43:41+0300
"Фрезеровщик 6 разряда (на производство, подработка)",35000.0,45000.0,RUR,Волгодонск,2022-12-15T16:09:20+0300
Мастер / специалист / инженер / по ремонту электроники и торгово-кассового оборудования,60000.0,80000.0,RUR,Москва,2022-12-15T15:41:13+0300
Инженер-механик 2 категории,42000.0,,RUR,Казань,2022-12-15T13:55:57+0300
Фрезеровщик,64000.0,,RUR,Колпино,2022-12-15T13:52:59+0300
Главный механик оборудования,,50000.0,RUR,Екатеринбург,2022-12-15T16:36:35+0300
Системный аналитик (Middle/Senior),150000.0,,RUR,Уфа,2022-12-15T17:12:35+0300
Удаленный оператор обработки информации и ввода данных,25000.0,70000.0,RUR,Сочи,2022-12-15T13:55:30+0300
Токарь 5 разряда на производство,60000.0,80000.0,RUR,Волгодонск,2022-12-15T16:09:32+0300
Фрезеровщик 4 - 6 разряд,34000.0,48600.0,RUR,Калининград,2022-12-15T13:40:30+0300
Программист 1С - руководитель группы внедрения (Аккредитованная IT-компания),250000.0,,RUR,Москва,2022-12-15T14:39:57+0300
".NET developer (Senior, Lead)",1500.0,4500.0,USD,Бишкек,2022-12-15T15:46:45+0300
Специалист 1С Лизинг,100000.0,,RUR,Челябинск,2022-12-15T16:23:17+0300
Инженер-программист АСУ ТП,85542.0,169374.0,RUR,Уфа,2022-12-15T16:21:33+0300
Токарь-расточник 4 разряда,57810.0,,RUR,Санкт-Петербург,2022-12-15T17:12:46+0300
Удаленный сотрудник обработки информации и ввода данных,25000.0,70000.0,RUR,Дубовка,2022-12-15T12:31:55+0300
Токарь-универсал 6 разряда на производство,60000.0,80000.0,RUR,Волгодонск,2022-12-15T16:10:54+0300
Программист 1C (удаленно),140000.0,,RUR,Волгоград,2022-12-15T14:18:17+0300
Фрезеровщик,64000.0,,RUR,Санкт-Петербург,2022-12-15T13:52:55+0300
Программист 1C (удаленно),140000.0,,RUR,Ростов-на-Дону,2022-12-15T14:18:17+0300
Senior Software Engineer (remote),,4500.0,USD,Санкт-Петербург,2022-12-15T17:20:53+0300
Инженер ГПМ (грузоподъемных машин/механизмов),81900.0,81900.0,RUR,Москва,2022-12-15T18:24:36+0300
Project Manager (Руководитель проектов в онлайн-школу на автоворонки),80000.0,,RUR,Москва,2022-12-15T13:09:17+0300
Оператор станков с программным управлением 3 - 6 разряд,27200.0,48600.0,RUR,Калининград,2022-12-15T13:40:45+0300
Программист 1С:Бухгалтерия (возможен удаленный формат работы),200000.0,,RUR,Москва,2022-12-15T17:39:21+0300
Удаленный оператор обработки информации и ввода данных,25000.0,70000.0,RUR,Волгоград,2022-12-15T13:42:58+0300
.NET Developer USA (80% Backend/20%Frontend),220000.0,250000.0,RUR,Москва,2022-12-15T12:02:55+0300
Project Manager (Руководитель проектов в онлайн-школу на автоворонки),80000.0,,RUR,Казань,2022-12-15T13:09:17+0300
"Web-разработчик Битрикс (php, bitrix, веб разработчик)",150000.0,,RUR,Краснодар,2022-12-15T14:42:35+0300
Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Ростов-на-Дону,2022-12-15T15:02:06+0300
PHP developer,180000.0,250000.0,RUR,Москва,2022-12-15T12:57:26+0300
Project Manager (Руководитель проектов в онлайн-школу на автоворонки),80000.0,,RUR,Санкт-Петербург,2022-12-15T13:09:17+0300
Программист 1C (удаленно),140000.0,,RUR,Краснодар,2022-12-15T14:18:17+0300
